title,video_id,description,published_at,duration,views,likes,comments
Next-Generation Ecommerce on a Global Scale with AWS | Amazon Web Services,8CR9iGLa2yk,"Spryker uses Amazon Web Services (AWS) to deliver its cloud-based platform-as-a-service solution. Here, chief customer officer ...",2024-05-21T20:30:21Z,1:34,403,6,0
Transforming Talent Acquisition with HeyJobs and AWS | Amazon Web Services,Zubn6MqYQhk,"Using Amazon Web Services (AWS) Managed Services, the engineering team at talent platform HeyJobs is free to innovate.",2024-05-21T20:31:20Z,1:53,577,11,0
Ensign InfoSecurity: Leveraging the cloud for advanced security | Amazon Web Services,Qe_WtBQHjyc,"Ensign InfoSecurity is Asia's largest cybersecurity company, with a mission to secure enterprise and nations in an increasingly ...",2024-05-21T19:53:04Z,1:53,602,8,0
Terrascope Builds AI skills with AWS Skill Builder and Drives Sustainability Innovation,88I4xFN_azE,Terrascope is a decarbonization solution that helps companies build a pathway to reduce their carbon footprint and pave the way ...,2024-05-21T19:26:04Z,2:22,400,7,0
Experian: Self-Service MLOps Platform for Financial Services Customers,-yCol_7qH2U,"Experian Ascend Ops is a self-service MLOps platform that enables financial services customers to rapidly develop, test, and ...",2024-05-21T16:44:10Z,6:8,1589,21,2
How NinjaTech AI built a multi-agent personal AI on AWS | Amazon Web Services,K5gG2yq9zHY,"AI agents are rapidly transforming how we work, collaborate, and learn. NinjaTech AI has built a multi-agent personal AI on AWS ...",2024-05-21T16:00:26Z,3:18,3930,39,6
DSU - From Raw to Refined: Exploring the Differences Between Data Warehouses and Data Lakes,oFLa5Z4D0yE,00:00 - 01:13 - Introduction 01:13 - 03:09 - What is a data warehouse? 03:09 - 05:10 - What is a data lake and how does it different ...,2024-05-20T18:26:33Z,12:42,829,27,0
Unleash Generative AI innovation with foundation models from AWS Marketplace | Amazon Web Services,otX1UyNu3FY,"Welcome to this demonstration, where we'll explore how organizations can use AWS services like AWS Marketplace foundation ...",2024-05-20T17:43:10Z,4:50,486,16,0
Build a Fullstack TypeScript app with AWS Amplify | Amazon Web Services,LnB9W8FAd0c,"Get started with AWS Amplify Gen 2 in 6 minutes! Deploy your app's frontend, see how to create a data model, and add ...",2024-05-17T23:27:18Z,6:16,5573,110,14
AWS + F1 | A New Era of Racing | Amazon Web Services,Z0Lj6i356Ew,The AWS Cloud powers F1 with the compute demanded to generate F1 Insights in real-time. Whether it's analyzing over a million ...,2024-05-16T21:48:47Z,30,5045,73,2
Spryker leverages AWS Enterprise Support to Drive Cloud Success | Amazon Web Services,9hnD1TmouQY,"Spryker, a B2B, B2C and marketplace e-commerce solution, leverages AWS Enterprise Support to reduce cloud costs, improve ...",2024-05-15T17:45:19Z,1:34,503,14,0
AWS European Sovereign Cloud launching by the end of 2025 | Amazon Web Services,LRGUsN_2lY0,The AWS European Sovereign Cloud is planning to launch its first AWS Region in Germany by the end of 2025. The AWS ...,2024-05-15T06:08:11Z,38,1976,40,2
Optimize SQL Server Licensing with AWS Compute Optimizer | Microsoft on AWS Cost Optimization (MACO),8BHhLPCMXyM,In this video we show you how to optimize SQL Server Licensing with AWS Compute Optimizer. Learn more at: ...,2024-05-14T23:39:07Z,6:1,720,18,0
Glidewell Dental: Precision Manufacturing in Dental Restorations using a Tailored Scalable Solution,5RsZJ-1_sn4,"Your smile is unique, your teeth are unique, now imagine when you need dental work who manufacturers each individual crown ...",2024-05-14T15:45:33Z,6:5,1655,20,3
Gain a Competitive Edge: Unlock AWS Insights with ThousandEyes | Amazon Web Services,P_-ay-89fjQ,"In this video, Prab Singh, Director of Product Management at Cisco ThousandEyes, and Harvo Jones, Senior Principal Engineer ...",2024-05-10T21:44:26Z,3:11,1222,25,0
How to gain access to data &amp; machine learning (ML) assets across your enterprise,1nIKJG2qZRY,Learn how to use the Amazon SageMaker and Amazon DataZone integration to streamline machine learning (ML) governance ...,2024-05-10T18:49:48Z,22:3,1481,15,2
Back to Basics: SAP on AWS High Availability Setup with Overlay IP Address Routing,o9jhUe5KQuY,"In this episode, Ratna discusses how to leverage AWS Overlay IP addressing and routing for high availability (HA) of your ...",2024-05-09T18:32:41Z,5:43,815,13,0
Centrica Drives Cloud-First Strategy While Delivering Greater Value to Customers with AWS,PLtv6WrPMCE,Energy solutions and services company Centrica is building cloud-native solutions while ensuring best practices around ...,2024-05-08T22:18:49Z,1:45,570,10,1
Introduction to the AWS Management Console for New AWS Users | Amazon Web Services,i331jNgsL_4,Join a Worldwide Public Sector Solutions Architect for a quick tour of the AWS Management Console. Learn how to navigate the ...,2024-05-07T22:19:42Z,3:18,1967,18,0
Smartsheet improves deployment efficiency with Amazon ECS and AWS Fargate | Amazon Web Services,VTF-iKD0n2E,Smartsheet relies on Amazon ECS with AWS Fargate fully-managed container orchestration service to improve deployment ...,2024-05-07T22:20:06Z,1:49,916,16,1
AssemblyAI: Building a Scalable Machine Learning Platform for Voice Data Transcription and Analysis,vQgUkn3rAMY,AssemblyAI provides Industry leading Speech AI models that are focused in understanding human speech and converting that to ...,2024-05-07T18:07:44Z,6:22,1837,38,0
Introducing Amazon EC2 Flex instances | Amazon Web Services,19cZ8YuH7Y4,Amazon EC2 Flex instances offer the easiest way to achieve improved price performance for a majority of common workloads.,2024-05-06T23:14:54Z,55,10410,69,9
Generate AI powered insights for Security Lake using SageMaker and Bedrock | Amazon Web Services,6vyaHtbV_gA,"In this video, I show you how to extend the capabilities of SageMaker Studio by using Amazon Bedrock, a fully-managed ...",2024-05-06T16:01:30Z,17:16,803,15,1
Intro to AWS Amplify | Amazon Web Services,BCXdLx6xHmc,"AWS Amplify brings a fullstack TypeScript developer experience to AWS, built with frontend developers in mind. Host an app ...",2024-05-06T15:35:19Z,2:15,14093,108,16
"Kyndryl Empowers its Employees with AWS Skills, Uses AWS Skill Builder | Amazon Web Services",0TsgeASfw84,"Kyndryl, the world's largest IT infrastructure services provider and a distinguished AWS Partner, works with AWS Training and ...",2024-05-03T21:05:04Z,1:23,1433,28,3
AWS Founder Spotlight: mpathic | Amazon Web Services,7mrwDeGwxlU,"mpathic is a groundbreaking startup revolutionizing conversation analytics through empathetic AI, aimed at enhancing ...",2024-05-01T12:00:13Z,8:18,2742,20,1
Age of Learning: Highly Scalable Continuous Integration Platform with Amazon EKS and Amazon EC2-Spot,t8JCvcnFX10,"Age of Learning is the leading education technology innovator, developing engaging and effective learning solutions for children.",2024-04-30T18:38:12Z,4:59,1722,34,2
Singapore Government meets data isolation needs with Dedicated Local Zones | Amazon Web Services,djZnY7Ll1po,Singapore Government's Smart Nation and Digital Government Group (SNDGG) uses Dedicated Local Zones to meet stringent ...,2024-04-30T16:26:20Z,1:12,453,8,0
Discover Amazon Q: AWS’s Innovative Generative AI Assistant | Amazon Web Services,fQITLL5WncE,"Introducing Amazon Q, AWS's highly capable, high performing generative AI-powered assistant built with security and privacy in ...",2024-04-30T12:40:44Z,4:42,7456,89,3
Generative AI Journeys - Fireside Chat with Smartsheet | Amazon Web Services,MgHxUm0xKCE,"Join Swami Sivasubramanian, senior vice president of AI and ML at AWS, as he talks to Praerit Garg, President of Product ...",2024-04-30T12:39:55Z,19:6,4475,23,0
Implement an API with Amazon Q Developer Agent for Software Development | Amazon Web Services,U4XEvJUvff4,Are you looking to speed up the development of new features for your applications? With Amazon Q Developer Agent for software ...,2024-04-30T12:40:24Z,59,492978,32,2
Introducing Amazon Q Business | Amazon Web Services,cZ4glHH-1H4,"Amazon Q Business is a generative AI–powered assistant that can answer questions, provide summaries, generate content, and ...",2024-04-30T12:40:10Z,1:40,9035,45,5
Unlock the power of Generative BI with Amazon Q in QuickSight | Amazon Web Services,4O2bSI5DNLY,See how Generative BI capabilities of Amazon QuickSight can improve productivity and accelerate data-driven decision making.,2024-04-30T12:39:50Z,2:10,5956,37,1
Introducing Amazon Q Apps | Amazon Web Services,hGnTmL4Fsl4,Amazon Q Apps empowers every employee to quickly turn their ideas into generative AI–powered apps to streamline tasks and ...,2024-04-30T12:40:04Z,2:29,20934,143,6
Amazon Q data integration in AWS Glue | Amazon Web Services,umKBxO43sME,"Integrating data across multiple sources can take days or even months. Amazon Q data integration in AWS Glue, a new Amazon Q ...",2024-04-30T12:39:41Z,1:11,1863,13,0
PayU leverages Enterprise Support to assist 500K+ merchants for secure online payment transactions,rF8NIt8SYdc,"Neeraj Chauhan, CIO PayU India, talks about the close collaboration with AWS Enterprise Support to manage their operations in ...",2024-04-29T18:32:46Z,1:35,437,11,0
AWS Marketplace Professional Services Overview | Amazon Web Services,HynSIXrCNzI,"This video walks through an overview of AWS Marketplace professional services, including various categories, partner benefits, ...",2024-04-26T21:56:34Z,27:35,1565,25,0
Pinterest and AWS Graviton: more performance and lower carbon footprint | Amazon Web Services,QTJ5f3rt-Vs,"Pinterest provides inspiration for millions of Pinners to create a life they love. To do so, Pinterest wants to provide the latest ...",2024-04-26T19:00:12Z,1:25,846,17,0
BMW Group on AWS: Cloud Power Delivers Better Driving Experiences | Amazon Web Services,P7MYsmmKr8U,Continuously validating software and bringing new functionality to customers faster requires vast amounts of data. Harnessing ...,2024-04-25T18:32:51Z,1:56,815,11,2
DSU - Unlock the Power of Generative AI with Amazon Neptune | Amazon Web Services,bdNdo6PTMEA,00:00 - 01:50 - Introduction 01:50 - 03:20 - What is Amazon Neptune? 03:20 - 04:34 - What is Amazon Neptune Analytics? 04:34 ...,2024-04-24T21:39:53Z,13:54,1212,27,2
Ericsson accelerates enterprise-wide innovation with AWS and SAP | Amazon Web Services,YToYQtUptbs,"Hear Rickard Wieselfors, VP and Head of Automation & AI, discuss how Ericsson accelerated their innovation journey by ...",2024-04-24T19:10:50Z,1:10,1195,19,0
Amazon Bedrock Agents Help gen AI Apps Execute Multistep Tasks | Amazon Web Services,QptuIq9HmUA,Amazon Bedrock Agents Help gen AI Apps Execute Multistep Tasks plan and execute multistep tasks using company systems and ...,2024-04-23T12:00:19Z,1:16,2303,29,1
Amazon Bedrock Customer series: Model choice unlocks endless possibilities | Amazon Web Services,M7Jd19K_mws,Amazon Bedrock is a fully managed service that offers a choice of high-performing foundation models (FMs) from leading AI ...,2024-04-23T01:07:52Z,1:17,1234,7,0
"Amazon Bedrock Customer series: Deliver results, elevate user experiences | Amazon Web Services",PrZs1F1dI10,"With access to the broadest portfolio of foundation models and built-in tools, Bedrock enables you to easily develop powerful ...",2024-04-23T01:08:08Z,2:9,2156,16,1
"Amazon Bedrock Customer series: Secure, private, responsible generative AI | Amazon Web Services",tCWPqi9Pbmg,"Amazon Bedrock provides a clear roadmap to navigate the end-to-end AI life cycle with ethical, safe and responsible decision ...",2024-04-23T01:07:07Z,1:22,1409,8,0
Generative AI Journeys - Fireside Chat with Bridgewater Associates | Amazon Web Services,-kPb8AN-8Mg,"Join Swami Sivasubramanian, senior vice president of AI and ML at AWS, as he talks to Aaron Linsky, chief technology officer ...",2024-04-23T00:00:00Z,20:43,3031,30,2
PEAKDEFENCE automates security and compliance with GenAI on AWS (Business) - Cloud Adventures,BuGeY4MMTLs,"PEAKDEFENCE Co-founder Juris Puce, talks about how their virtual CISO AI enables seamless compliance from start to ...",2024-04-22T21:04:35Z,7:37,341,4,0
"Ryanair, Europe&#39;s largest airline, revolutionizes air travel with Amazon Bedrock and Amazon Connect",mK14StriSOg,"As Europe's largest airline, with an astonishing 3300 daily flights, Ryanair has cemented itself as a force in affordable air travel.",2024-04-22T18:27:08Z,2:21,5537,36,0
Generative AI RAN Chatbot | Amazon Web Services,gnyOMWTZ1LY,"Transforming telcos - Improving operational productivity, network efficiency and service continuity of 5G radio networks via AWS ...",2024-04-22T17:33:07Z,9:16,839,19,0
AWS Marketplace Ops Squad | Amazon Web Services,Enc1VXaeus0,AWS Marketplace Ops Squad is a community for partners' operational leads with mixed experience to exchange operations best ...,2024-04-19T23:38:38Z,2:42,1351,29,0
Bringing Generative AI to Market with AWS | Amazon Web Services,d6Pwf0ogCZs,This episode acts as a guide for developing generative AI tools to bring to market and have an impact on customers. AWS Sr.,2024-04-18T21:00:31Z,7:34,963,13,0
Responsibility and Trust with AWS Generative AI | Amazon Web Services,xOkyClqidyw,"Generative AI is not without its inherent risks. In this episode, AWS Head of GenAI for Strategic ISVs Maninder Kaur lays out the ...",2024-04-18T19:00:26Z,5:59,758,18,0
Creating Business Value with AWS Generative AI | Amazon Web Services,A2bIIznG-80,"With a combination of insights from AWS leaders and ISV partners, this episode focuses on tips to use generative AI to create ...",2024-04-18T18:00:08Z,7:35,964,23,2
Nubank got better price performance and carbon footprint with AWS Graviton | Amazon Web Services,Tlhk6IAO_8U,Nubank is bringing financial services to the unbanked and underbanked in Latin America. Price performance is key in providing ...,2024-04-18T17:50:08Z,1:37,1068,48,1
Back to Basics: Implementing a Strong Identity Foundation for Internal Users,2cXt9fatVXk,"Just like a house needs a strong foundation, your cloud applications require a solid identity foundation to securely grow and scale ...",2024-04-18T16:29:03Z,4:56,507,10,0
Carrier Uses Amazon Bedrock to Help Customers Achieve Their Sustainability Goals,RjlrlysF79I,"As a global leader in intelligent climate and energy solutions, Carrier Global Corporation (Carrier) strives to advance sustainable, ...",2024-04-17T19:41:55Z,1:25,1287,22,4
LexisNexis Leverages Generative AI &amp; Amazon Bedrock to Boost Productivity &amp; Transform Legal Services,4uMetzdtOvY,"LexisNexis Legal & Professional, a provider of legal, government, business, and high-tech information sources, leverages AWS ...",2024-04-17T19:08:04Z,2:37,1366,17,1
AI-powered cloud data warehousing with Amazon Redshift | Amazon Web Services,c77Kz3eBH7M,Amazon Redshift is a fully managed AI-powered cloud data warehouse with the best price performance. Tens of thousands of ...,2024-04-17T18:16:21Z,1:56,909,10,0
Self-driven automated networks | Amazon Web Services,GrJV2pGoR4g,Transforming telcos - Automatic configuration of a network following a trigger from an edge application. Learn more: ...,2024-04-17T17:08:05Z,4:32,344,6,0
Ericsson Language Intelligence on AWS | Amazon Web Services,_fSWk5T7xv0,Transforming telcos - Empowering innovation with telecom-specific LLMs for natural language processing. Learn more: ...,2024-04-17T17:04:51Z,7:18,434,3,0
nib Group unlocks customer insights with contact center analytics | Amazon Web Services,Kzo1CnjU4JU,"With over 100000 customer calls and chats each month, uncovering the insights to drive better outcomes was a challenge.",2024-04-16T23:13:38Z,1:20,613,9,1
Principal Financial Group processes over 1M calls using Amazon Bedrock | Amazon Web Services,OTJ2Uwy-YQU,"Miguel Sanchez, Analytics Director and Regional Chief Data Officer at Principal Financial Group, shares how Principal Financial ...",2024-04-16T22:37:24Z,2:9,1435,20,2
Druva utilizes AWS Enterprise Support to deliver innovation with speed | Amazon Web Services,JXmMJAl_eWk,"According to David Gildea, VP of Product- Generative AI, at Druva, “building on AWS means two things: innovation and excitement ...",2024-04-16T18:14:37Z,1:19,179,5,0
Mission Cloud: Building a Generative AI Content Translation Pipeline Using Amazon Bedrock,UPV6ggX4eSE,"Mission Cloud is an AWS Premier Tier Services Partner, and this architecture is about a generative AI solution they have built for ...",2024-04-16T17:17:20Z,5:19,1688,21,4
From Analog to Digital: Elevating Emotional Well-being with Cloud Innovation | Amazon Web Services,4xT-0g_iQ-k,"How do you scale your business from an in-person analog model to potentially impacting millions of lives? Hear from Matt Kaplan, ...",2024-04-16T16:21:04Z,20:2,531,6,2
"AWS Behind the Cloud: Meet Andrés Tahta, Latin America Executive | Amazon Web Services",5CQXx3FmRvI,"Sarah Storelli, sr. global marketing leader, Amazon Web Services (AWS) Worldwide Public Sector (WWPS) sits down with Andrés ...",2024-04-15T23:52:54Z,10:25,626,7,0
AWS Graviton improved SAP HANA price performance by 35% with 45% less energy | Amazon Web Services,Qdxly8HhLgI,"SAP HANA Cloud, SAP's cloud-native in-memory database, is the data management foundation of SAP Business Technology ...",2024-04-15T21:23:51Z,1:19,1117,14,1
AI21 on Amazon Bedrock - Foundation Models &amp; AI Systems for the Enterprise | Amazon Web Services,BNHkZyEpF1g,AI21 provides groundbreaking foundation models and specialized Task-Specific Models (TSMs) on Amazon Bedrock to help ...,2024-04-15T19:14:09Z,1:49,839,11,0
Amazon Titan - high-performing foundations models on Amazon Bedrock  | Amazon Web Services,YTk30UbGIZU,"Exclusive to Amazon Bedrock, the Amazon Titan family of models incorporates Amazon's 25 years of experience innovating with ...",2024-04-15T19:14:16Z,2:10,1223,15,3
Live Streaming in an 8K World with RED and Media.Monks,GT0-qeULuzI,"How do you effortlessly stream a high-res event across the globe in real time? Using the cloud, RED Cinema Tools and Media.",2024-04-15T19:00:06Z,56,1786,44,6
Broadcast Grade Commentary in the Cloud with Spalk,GqIUbBig56E,"Meet Spalk, the cloud-based trailblazer reshaping the sports landscape with their virtual sports commentating studio. Spalk is ...",2024-04-15T18:42:11Z,1:,1314,25,0
United Airlines uses Amazon Bedrock to innovate 50-year old technology | Amazon Web Services,CZvCoWblAzk,"United Airlines is modernizing Shares, its 50-year-old mainframe Passenger Service System, to build a better customer ...",2024-04-15T18:41:52Z,1:35,4445,30,5
How iFood quickly built a virtual waiter with Amazon Bedrock | Amazon Web Services,ZXeF37xH69w,"iFood, an online ordering and delivery platform in Latin America, has a dedicated team whose goal is to drive innovation.",2024-04-15T18:29:18Z,3:25,1363,18,3
TUI delivers high quality content in under 10 seconds with Amazon Bedrock | Amazon Web Services,ZIjKn7rEC8Q,"TUI, a leading travel company, saw an opportunity to leverage generative AI to create high-quality automated content.",2024-04-15T18:26:35Z,2:23,1546,17,0
Securing the Internet With Cloud Innovation | Amazon Web Services,PuwwXHOfc3E,"Join us for a fireside chat with Paul Vixie, AWS Deputy CISO, Vice President, and Distinguished Engineer. As an early influencer ...",2024-04-15T16:34:52Z,15:40,497,22,0
Live Streaming in an 8K World with RED and Media.Monks,wEAT7Bwh3wg,"How do you effortlessly stream a high-res event across the globe in real time? Using the cloud, RED Cinema Tools and Media.",2024-04-13T17:00:28Z,7:59,1035,18,2
Broadcast Grade Commentary in the Cloud with Spalk,yDqf-k1sGPg,"Meet Spalk, the cloud-based trailblazer reshaping the sports landscape with their virtual sports commentating studio. Spalk is ...",2024-04-13T16:00:48Z,8:38,942,17,2
Why didn’t Amazon EC2 Auto Scaling terminate an unhealthy instance?,GJc1iEbg0Do,"Skip directly to the demo: 0:21 For more details on this topic, see the Knowledge Center article associated with this video: ...",2024-04-12T22:13:34Z,7:29,876,36,0
The Very Group uses AWS to supercharge their customer understanding | Amazon Web Services,u2B0kN3f1Ds,"Learn how The Very Group, the UK's largest pure play digital retailer, uses AWS to build their foundation of customer ...",2024-04-12T17:31:58Z,1:10,718,8,0
Back to Basics: Design Patterns to Secure Public URLs,w6S_w8oXZO0,"Secure Your Online Business with Amazon CloudFront, WAF & Shield In today's digital world, securing your online presence is ...",2024-04-11T16:29:40Z,4:30,1306,39,0
Avnet: Accelerating OEM&#39;s with IoT and AI,6E_Dg3YRil4,Accelerating time to market for Original Equipment Manufacturers (OEM's) means innovation in the hands of Industry more rapidly.,2024-04-09T17:06:07Z,6:1,1799,28,0
Security Leaders Share Their Thoughts on Generative AI | Amazon Web Services,jci_EjIVL2E,Companies all over the world are in a race to onboard generative AI technologies and gain a competitive edge. However ...,2024-04-09T01:06:52Z,4:4,818,19,1
Choice Hotels reduces costs with Amazon Managed Service for Prometheus | Amazon Web Services,th6cIeUhkEo,"Choice Hotels, a franchisor in the hospitality industry, reduced costs by 40% and saved developer time and effort by moving to ...",2024-04-08T15:12:10Z,1:53,625,18,1
A Developers’ Deep Dive into BMW Operating System 9: The Power of ECU Virtualization in the Cloud,Y8oFsNuygtI,Tune in for an insightful exploration of the future of automotive technology. Our journey to BMW's innovation hub in Munich offers a ...,2024-04-06T23:00:12Z,33,1815,48,1
Why AWS Application Protection Services | Amazon Web Services,NhwVKHw2MlQ,Redefine application protection while enabling faster application delivery with AWS Application protection services. Learn more ...,2024-04-05T20:58:47Z,3:42,597,20,0
Faction&#39;s Innovative Journey Towards Driverless Tech | AWS All Things Automotive,v52JIugTjxA,"Meet Faction, a pioneer in compact driverless vehicles, in this episode of All Things Automotive. Find out how Faction seamlessly ...",2024-04-05T15:00:49Z,26,1218,24,0
Transforming Agriculture with Monarch Tractor&#39;s Wingspan AI | AWS All Things Automotive Series,3g3c6frVp5U,Discover the transformative impact of Monarch Tractor on global greenhouse gas emissions in this episode of All Things ...,2024-04-05T00:00:02Z,20,824,29,0
Rapid7 strengthens network security using AWS Network Firewall | Amazon Web Services,ZJ-KeF_8NKs,"Cybersecurity is constantly evolving to meet new threats. Seeking more control over and better observability of its network traffic, ...",2024-04-04T23:00:26Z,1:46,958,12,1
Solving for [X]: Analyzing Petabytes of Brain Data with AI/ML | Amazon Web Services,HVPu7RLDXgk,"Shoaib Mufti, Allen Institute Sr. Dir. of Data & Tech, sits down with Jenna Eun, AWS Data & ML Sr. PM, to discuss how AWS is ...",2024-04-04T20:25:06Z,2:17,817,22,1
Back to Basics: Making an Elastic Architecture,0D7Z2cuwTtw,"Build Adaptable Solutions with Elastic Architectures on AWS. In this episode, join Avichal as he explores how elastic architectures ...",2024-04-04T18:18:36Z,5:40,891,23,0
Leonardo.Ai goes global with AWS and generates 700m images in 12 months | Amazon Web Services,r6m0JKS8JkE,"With AWS, Leonardo.ai experienced exponential growth with its users, generated more than 1.1 billion images, 3.3 million videos ...",2024-04-04T17:59:04Z,4:4,1079,17,1
Introducing Amazon RDS for Db2 | Amazon Web Services,7fGZ1qdmUSU,"In this video, we delve into the latest addition to Amazon's RDS lineup: RDS Db2. We'll go over its Core features, benefits, ...",2024-04-02T20:16:31Z,28:,1162,31,1
CCC Intelligent Solutions: Orchestrating Complex AI Solutions,XCnul-AjrNU,CCC Intelligent Solutions (CCC) is a leading software-as-a-service (SaaS) platform for the multi-trillion-dollar property and ...,2024-04-02T18:26:14Z,6:13,2262,38,2
Unical Aviation: Rapid data center exit &amp; cloud migration | VMware Cloud on AWS,uxYZqKO0NqU,"As an aviation parts distributor, Unical Aviation faced the challenge of managing a vast data footprint. When relocating from ...",2024-04-02T18:22:47Z,1:45,802,13,2
AWS Deadline Cloud | Amazon Web Services,oloOZsaya3I,"AWS Deadline Cloud is a fully managed service that helps creative teams start rendering in the cloud in minutes, scale more ...",2024-04-02T17:49:32Z,1:23,5645,84,8
Supporting Fanatics Betting &amp; Gaming Customers with a Machine Learning Solution on AWS,KqacRUFmXs8,"Fanatics Betting & Gaming turned to AWS and AWS Partner, Databricks, to create an industry-changing, machine learning ...",2024-04-02T11:00:23Z,4:36,1853,29,1
Air Canada&#39;s customer experience transformation soars to new heights | Amazon Web Services,mBDvlPyYrVg,"Learn how Air Canada transformed their contact centers and interactive voice response (IVR) systems with Amazon Connect, ...",2024-04-02T00:11:28Z,1:40,1526,23,2
Tech for a healthier Singapore | Amazon Web Services,unGfjwiu7io,"Healthier SG, led by Singapore's Ministry of Health, is a national health initiative focused on proactive health for citizens anchored ...",2024-04-01T22:28:35Z,2:17,448,11,0
Digitally transforming healthcare with the Healthcare Commercial Cloud | Amazon Web Services,7z4eAQ2ZZ7Q,How can technology inspire tomorrow's health? Synapxe is digitally transforming national healthcare cloud by establishing the ...,2024-04-01T22:01:22Z,2:32,596,14,0
Ally Financial expedites resolution with AWS Incident Detection and Response | Amazon Web Services,Apf8JGNMa8A,"Spencer Cremers, CIO of Enterprise Technology Operations at Ally Financial, shares how the company leverages AWS Incident ...",2024-03-28T22:05:48Z,1:32,515,9,2
How to Deploy a SvelteKit Website (w/ API) to AWS | Amazon Web Services,zXs3FPH-_GM,Learn how to deploy a website that you built using the SveleKkit Framework. Learn more at: https://go.aws/48FPXGH Subscribe: ...,2024-03-28T21:57:59Z,5:20,1441,43,6
Why did my EC2 Linux instance reboot or restart itself?,7IikEXoL10s,"Skip directly to the demo: 0:21 For more details on this topic, see the Knowledge Center article associated with this video: ...",2024-03-27T22:55:09Z,2:52,613,8,0
Building a unified agriculture technology ecosystem | Amazon Web Services,NX9pPrD105Y,"Join the conversation around the role of technology in transforming the agriculture industry. Jayne Landry, Essi Ahnlund and Hadi ...",2024-03-27T22:29:09Z,17:12,522,9,0
What is AI Recommendations for Descriptions in Amazon DataZone? | Amazon Web Services,tQhJ87XsXu4,"Learn about AI recommendations for descriptions in Amazon DataZone, a new feature that automates the labor-intensive process ...",2024-03-27T21:30:07Z,53,981,19,2
Slack scales and innovates faster with AWS Observability | Amazon Web Services,P0yQnOmPJ9I,"Productivity platform Slack leveraged AWS managed services to free up their developers to innovate faster, instead of spending ...",2024-03-26T23:30:19Z,1:15,1043,31,0
Cloud Engineer uses AWS Skill Builder for cloud proficiency and building with Amazon Bedrock,w5268G99M2E,"Amelia Hough-Ross, a Senior Cloud Engineer, transitioned from working with mainframes to embracing AWS in 2015 due to the ...",2024-03-26T17:28:21Z,1:35,628,10,0
Auction.com: Empower Business Users to Securely Retrieve Near Real Time Data,irpARK1Tdo4,"Auction.com is the nation's largest online real estate marketplace, which offers foreclosure and bank owned residential properties ...",2024-03-26T16:40:01Z,4:21,1035,13,0
Amazon Bedrock-powered AI Assistant Can Reduce a Building&#39;s CO2 Footprint | Amazon Web Services,vsiDWjxhnPE,"Industrial heating, ventilation, and air conditioning (HVAC) systems aren't the first things you'd expect the head of a fast-growing ...",2024-03-26T15:46:02Z,2:8,1373,12,0
Apollo Tyres unlocked productivity gains with AWS | Amazon Web Services,wMTgP9EkxOU,"Hear from Hizmy Hassen, the Chief Digital Officer at Apollo Tyres, about why they chose Amazon Web Services (AWS) as their ...",2024-03-26T02:15:03Z,1:43,1622,21,0
Understanding Amazon S3 Lifecycle Management Policies | Amazon Web Services,c5PKWc_n2Kc,Amazon S3 Lifecycle Management policies lets you manage your objects so that they are stored cost effectively throughout their ...,2024-03-25T22:01:02Z,10:34,2057,37,1
Cloud Architect uses AWS Skill Builder Subscription to build his AWS expertise | Amazon Web Services,NoHbvcNQlOQ,"Join us as we delve into Chris Gonzales' inspiring journey from being a band director to becoming a Cloud Architect at Caylent, ...",2024-03-25T21:53:30Z,2:3,553,9,0
AWS Jam | Amazon Web Services,DI6ofqSQ-0E,"AWS Jam challenges individuals and teams to apply their AWS Cloud skills to solve real-world, open-ended problems using AWS ...",2024-03-25T21:35:32Z,1:13,2238,19,0
Demo: Medical Imaging in the cloud with AWS HealthImaging | Amazon Web Services,U4uApiTaowg,"In this demo, see how healtjcare orgnizations can use AWS HealthImaging to store, analyze, and share medical images in the ...",2024-03-22T20:12:54Z,2:46,1272,19,0
Demo: Intelligent call centers with Amazon Connect | Amazon Web Services,m5pKV8cFvBk,"This demo shows how healthcare organizations can transform their customer experience at scale with Amazon Connect, ...",2024-03-22T20:13:19Z,2:41,3563,32,0
Demo: Agents for Healthcare | Amazon Web Services,FOU_Kiul4RI,"In this demo, see how Agents for Healthcare helps healthcare customers orchestrate complex workflows across specific tasks, ...",2024-03-22T20:13:31Z,5:23,1978,33,7
Demo:  Patient Triage Guide | Amazon Web Services,QExzMWOw8So,This demo shows an example of a generative AI-powered patient-focused guide that can help primary care centers engage with ...,2024-03-22T20:13:27Z,3:14,566,6,0
Demo: Multi-modal data analysis with AWS HealthOmics | Amazon Web Services,GqUgMvYOlzU,Combining and analyzing different modalities of health data can help establish a more comprehensive view of a patient or ...,2024-03-22T20:13:06Z,3:56,747,7,0
Post-Production Efficiencies in a &quot;Studio in the Cloud&quot; with Colorfront,gvDphX2ohOU,Is it possible to manage the entire post-production pipeline in an end-to-end cloud-based workflow? Amazon Web Services (AWS) ...,2024-03-22T18:37:05Z,45,1004,30,0
Post-Production Efficiencies in a &quot;Studio in the Cloud&quot; with FilmLight,JOwD-t9zq0Q,Is it possible to manage the entire post-production pipeline in an end-to-end cloud-based workflow? Amazon Web Services (AWS) ...,2024-03-22T18:36:19Z,42,763,25,0
